chunk_id,subject,chapter,text
134,Chemistry,02 Structure of atom,"The following chart gives the relation between the subshell and the number of orbitals associated with it. Value of l 0 1 2 3 4 5 Subshell notation s p d f g h number of orbitals 1 3 5 7 9 11 Electron spin ‘s’ : The three quantum numbers labelling an atomic orbital can be used equally well to define its energy, shape and orientation. But all these quantum numbers are not enough to explain the line spectra observed in the case of multi-electron atoms, that is, some of the lines actually occur in doublets (two lines closely spaced), triplets (three lines, closely spaced) etc. This suggests the presence of a few more energy levels than predicted by the three quantum numbers. In 1925, George Uhlenbeck and Samuel Goudsmit proposed the presence of the fourth quantum number known as the electron spin quantum number (ms)."
135,Chemistry,02 Structure of atom,"An electron spins around its own axis, much in a similar way as earth spins around its own axis while revolving around the sun. In other words, an electron has, besides charge and mass, intrinsic spin angular quantum number. Spin angular momentum of the electron — a vector quantity, can have two orientations relative to the chosen axis. These two orientations are distinguished by the spin quantum numbers ms which can take the values of +½ or –½. These are called the two spin states of the electron and are normally represented by two arrows, ↑ (spin up) and ↓ (spin down)."
136,Chemistry,02 Structure of atom,"Two electrons that have different ms values (one +½ and the other –½) are said to have opposite spins. An orbital cannot hold more than two electrons and these two electrons should have opposite spins. To sum up, the four quantum numbers provide the following information : i) n defines the shell, determines the size of the orbital and also to a large extent the energy of the orbital. ii) There are n subshells in the nth shell. l identifies the subshell and determines the shape of the orbital (see section 2.6.2)."
137,Chemistry,02 Structure of atom,"There are (2l+1) orbitals of each type in a subshell, that is, one s orbital (l = 0), three p orbitals (l = 1) and five d orbitals (l = 2) per subshell. To some extent l also determines the energy of the orbital in a multi-electron atom. iii) ml designates the orientation of the orbital. For a given value of l, ml has (2l+1) values, the same as the number of orbitals per subshell. It means that Orbit, orbital and its importance Orbit and orbital are not synonymous."
138,Chemistry,02 Structure of atom,"An orbit, as proposed by Bohr, is a circular path around the nucleus in which an electron moves. A precise description of this path of the electron is impossible according to Heisenberg uncertainty principle. Bohr orbits, therefore, have no real meaning and their existence can never be demonstrated experimentally. An atomic orbital, on the other hand, is a quantum mechanical concept and refers to the one electron wave function ψ in an atom. It is characterized by three quantum numbers (n, l and ml) and its value depends upon the coordinates of the electron."
139,Chemistry,02 Structure of atom,"ψ has, by itself, no physical meaning. It is the square of the wave function i.e., |ψ|2 which has a physical meaning. |ψ|2 at any point in an atom gives the value of probability density at that point. Probability density (|ψ|2) is the probability per unit volume and the product of |ψ|2 and a small volume (called a volume element) yields the probability of finding the electron in that volume (the reason for specifying a small volume element is that |ψ|2 varies from one region to another in space but its value can be assumed to be constant within a small volume element). The total probability of finding the electron in a given volume can then be calculated by the sum of all the products of |ψ|2 and the corresponding volume elements."
140,Chemistry,02 Structure of atom,"It is thus possible to get the probable distribution of an electron in an orbital. Reprint 2026-27 57 structure of atom the number of orbitals is equal to the number of ways in which they are oriented. iv) ms refers to orientation of the spin of the electron. According to the German physicist, Max Born, the square of the wave function (i.e.,ψ 2) at a point gives the probability density of the electron at that point. The variation of ψ 2 as a function of r for 1s and 2s orbitals is given in Fig."
141,Chemistry,02 Structure of atom,"Here again, you may note that the curves for 1s and 2s orbitals are different. It may be noted that for 1s orbital the probability density is maximum at the nucleus and it decreases sharply as we move away from it. On the other hand, for 2s orbital the probability density first decreases sharply to zero and again starts increasing. After reaching a small maxima it decreases again and approaches zero as the value of r increases further. The region where this probability density function reduces to zero is called nodal surfaces or simply nodes."
142,Chemistry,02 Structure of atom,"In general, it has been found that ns-orbital has (n – 1) nodes, that is, number of nodes increases with increase of principal quantum number n. In other words, number of nodes for 2s orbital is one, two for 3s and so on. These probability density variation can be visualised in terms of charge cloud diagrams [Fig. In these diagrams, the density Fig. 2.12 The plots of (a) the orbital wave function ψ(r); (b) the variation of probability density ψ2(r) as a function of distance r of the electron from the nucleus for 1s and 2s orbitals."
143,Chemistry,02 Structure of atom,"Problem 2.17 What is the total number of orbitals associated with the principal quantum number n = 3 ? Solution For n = 3, the possible values of l are 0, 1 and 2. Thus there is one 3s orbital (n = 3, l = 0 and ml = 0); there are three 3p orbitals (n = 3, l = 1 and ml = –1, 0, +1); there are five 3d orbitals (n = 3, l = 2 and ml = –2, –1, 0, +1+, +2). Therefore, the total number of orbitals is 1+3+5 = 9 The same value can also be obtained by using the relation; number of orbitals = n2, i.e. Problem 2.18 Using s, p, d, f notations, describe the orbital with the following quantum numbers (a) n = 2, l = 1, (b) n = 4, l = 0, (c) n = 5, l = 3, (d) n = 3, l = 2 Solution n l orbital a) 2 1 2p b) 4 0 4s c) 5 3 5f d) 3 2 3d 2.6.2 Shapes of Atomic Orbitals The orbital wave function or ψ for an electron in an atom has no physical meaning."
